"","X","Semester","Banyak","namaPT","namaProdi","statusProdi","tanggalBerdiri"
"977",977,"Ganjil 2011","1324","Universitas Krisnadwipayana","Manajemen","Aktif","1 Juli 1952"
"978",978,"Genap 2010","1093","Universitas Krisnadwipayana","Manajemen","Aktif","1 Juli 1952"
"979",979,"Ganjil 2010","1113","Universitas Krisnadwipayana","Manajemen","Aktif","1 Juli 1952"
"980",980,"Genap 2009","1101","Universitas Krisnadwipayana","Manajemen","Aktif","1 Juli 1952"
"981",981,"Ganjil 2009","1006","Universitas Krisnadwipayana","Manajemen","Aktif","1 Juli 1952"
"982",982,"Ganjil 2017","547","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"983",983,"Genap 2016","518","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"984",984,"Ganjil 2016","561","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"985",985,"Genap 2015","578","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"986",986,"Ganjil 2015","627","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"987",987,"Genap 2014","731","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"988",988,"Ganjil 2014","690","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"989",989,"Genap 2013","637","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"990",990,"Ganjil 2013","647","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"991",991,"Genap 2012","634","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"992",992,"Ganjil 2012","623","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"993",993,"Genap 2011","611","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"994",994,"Ganjil 2011","549","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"995",995,"Genap 2010","520","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"996",996,"Ganjil 2010","466","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"997",997,"Genap 2009","356","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"998",998,"Ganjil 2009","310","Universitas Trisakti","Akuntansi","Aktif","6 Agustus 2000"
"999",999,"Ganjil 2017","489","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1000",1000,"Genap 2016","320","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1001",1001,"Ganjil 2016","552","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1002",1002,"Genap 2015","463","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1003",1003,"Ganjil 2015","437","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1004",1004,"Genap 2014","582","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1005",1005,"Ganjil 2014","718","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1006",1006,"Genap 2013","787","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1007",1007,"Ganjil 2013","700","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1008",1008,"Genap 2012","845","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1009",1009,"Ganjil 2012","854","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1010",1010,"Genap 2011","740","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1011",1011,"Ganjil 2011","736","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1012",1012,"Genap 2010","800","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1013",1013,"Ganjil 2010","160","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1014",1014,"Genap 2009","697","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1015",1015,"Ganjil 2009","176","Universitas Trisakti","Profesi Dokter","Aktif","19 November 1965"
"1016",1016,"Ganjil 2017","3384","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1017",1017,"Genap 2016","3182","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1018",1018,"Ganjil 2016","3576","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1019",1019,"Genap 2015","3230","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1020",1020,"Ganjil 2015","3563","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1021",1021,"Genap 2014","3594","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1022",1022,"Ganjil 2014","3850","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1023",1023,"Genap 2013","3471","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1024",1024,"Ganjil 2013","3833","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1025",1025,"Genap 2012","3550","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1026",1026,"Ganjil 2012","4064","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1027",1027,"Genap 2011","3655","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1028",1028,"Ganjil 2011","4066","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1029",1029,"Genap 2010","3728","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1030",1030,"Ganjil 2010","4088","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1031",1031,"Genap 2009","3583","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1032",1032,"Ganjil 2009","3920","Universitas Trisakti","Akuntansi","Aktif","8 Juni 1972"
"1033",1033,"Ganjil 2017","766","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1034",1034,"Genap 2016","591","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1035",1035,"Ganjil 2016","795","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1036",1036,"Genap 2015","417","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1037",1037,"Ganjil 2015","673","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1038",1038,"Genap 2014","631","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1039",1039,"Ganjil 2014","260","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1040",1040,"Genap 2013","705","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1041",1041,"Ganjil 2013","722","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1042",1042,"Genap 2012","758","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1043",1043,"Ganjil 2012","931","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1044",1044,"Genap 2011","766","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1045",1045,"Ganjil 2011","949","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1046",1046,"Genap 2010","776","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1047",1047,"Ganjil 2010","913","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1048",1048,"Genap 2009","745","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1049",1049,"Ganjil 2009","896","Universitas Trisakti","Pendidikan Dokter Gigi","Aktif","19 November 1965"
"1050",1050,"Ganjil 2017","13","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1051",1051,"Genap 2016","21","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1052",1052,"Ganjil 2016","17","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1053",1053,"Genap 2015","14","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1054",1054,"Ganjil 2015","29","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1055",1055,"Genap 2014","24","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1056",1056,"Ganjil 2014","24","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1057",1057,"Genap 2013","18","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1058",1058,"Ganjil 2013","18","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1059",1059,"Genap 2012","18","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1060",1060,"Ganjil 2012","18","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1061",1061,"Genap 2011","9","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1062",1062,"Ganjil 2011","12","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1063",1063,"Genap 2010","19","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1064",1064,"Ganjil 2010","20","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1065",1065,"Genap 2009","22","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1066",1066,"Ganjil 2009","29","Universitas Trisakti","Desain Komunikasi Visual","Aktif","1 Agustus 2007"
"1067",1067,"Genap 2017","53","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1068",1068,"Ganjil 2017","53","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1069",1069,"Genap 2016","50","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1070",1070,"Ganjil 2016","45","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1071",1071,"Genap 2015","50","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1072",1072,"Ganjil 2015","51","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1073",1073,"Genap 2014","53","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1074",1074,"Ganjil 2014","58","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1075",1075,"Genap 2013","57","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1076",1076,"Ganjil 2013","54","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1077",1077,"Genap 2012","65","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1078",1078,"Ganjil 2012","117","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1079",1079,"Genap 2011","105","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1080",1080,"Ganjil 2011","106","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1081",1081,"Genap 2010","104","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1082",1082,"Ganjil 2010","102","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1083",1083,"Genap 2009","57","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1084",1084,"Ganjil 2009","43","Universitas Trisakti","Teknik Elektro","Aktif","20 Februari 2002"
"1085",1085,"Ganjil 2017","261","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1086",1086,"Genap 2016","539","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1087",1087,"Ganjil 2016","540","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1088",1088,"Genap 2015","490","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1089",1089,"Ganjil 2015","487","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1090",1090,"Genap 2014","451","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1091",1091,"Ganjil 2014","381","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1092",1092,"Genap 2013","320","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1093",1093,"Ganjil 2013","430","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1094",1094,"Genap 2012","418","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1095",1095,"Ganjil 2012","410","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1096",1096,"Genap 2011","352","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1097",1097,"Ganjil 2011","307","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1098",1098,"Genap 2010","256","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1099",1099,"Ganjil 2010","234","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1100",1100,"Genap 2009","204","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1101",1101,"Ganjil 2009","209","Universitas Trisakti","Ilmu Hukum","Aktif","6 Agustus 2000"
"1102",1102,"Ganjil 2017","94","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1103",1103,"Genap 2016","100","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1104",1104,"Ganjil 2016","89","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1105",1105,"Genap 2015","101","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1106",1106,"Ganjil 2015","91","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1107",1107,"Genap 2014","101","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1108",1108,"Ganjil 2014","41","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1109",1109,"Genap 2013","87","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1110",1110,"Ganjil 2013","91","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1111",1111,"Genap 2012","78","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1112",1112,"Ganjil 2012","74","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1113",1113,"Genap 2011","74","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1114",1114,"Ganjil 2011","63","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1115",1115,"Genap 2010","40","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1116",1116,"Ganjil 2010","34","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1117",1117,"Genap 2009","46","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1118",1118,"Ganjil 2009","22","Universitas Trisakti","Ilmu Hukum","Aktif","24 Maret 2008"
"1119",1119,"Genap 2017","43","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1120",1120,"Ganjil 2017","370","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1121",1121,"Genap 2016","283","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1122",1122,"Ganjil 2016","282","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1123",1123,"Genap 2015","238","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1124",1124,"Ganjil 2015","321","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1125",1125,"Genap 2014","525","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1126",1126,"Ganjil 2014","507","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1127",1127,"Genap 2013","498","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1128",1128,"Ganjil 2013","469","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1129",1129,"Genap 2012","478","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1130",1130,"Ganjil 2012","493","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1131",1131,"Genap 2011","510","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1132",1132,"Ganjil 2011","463","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1133",1133,"Genap 2010","470","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1134",1134,"Ganjil 2010","437","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1135",1135,"Genap 2009","370","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1136",1136,"Ganjil 2009","308","Universitas Trisakti","Ilmu Ekonomi","Aktif","16 Agustus 1993"
"1137",1137,"Ganjil 2017","246","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1138",1138,"Genap 2016","247","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1139",1139,"Ganjil 2016","260","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1140",1140,"Genap 2015","220","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1141",1141,"Ganjil 2015","230","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1142",1142,"Genap 2014","174","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1143",1143,"Ganjil 2014","188","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1144",1144,"Genap 2013","133","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1145",1145,"Ganjil 2013","184","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1146",1146,"Genap 2012","169","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1147",1147,"Ganjil 2012","177","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1148",1148,"Genap 2011","193","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1149",1149,"Ganjil 2011","219","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1150",1150,"Genap 2010","235","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1151",1151,"Ganjil 2010","248","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1152",1152,"Genap 2009","250","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1153",1153,"Ganjil 2009","286","Universitas Trisakti","Teknik Elektro","Aktif","19 November 1965"
"1154",1154,"Genap 2017","145","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1155",1155,"Ganjil 2017","142","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1156",1156,"Genap 2016","127","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1157",1157,"Ganjil 2016","93","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1158",1158,"Genap 2015","72","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1159",1159,"Ganjil 2015","105","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1160",1160,"Genap 2014","88","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1161",1161,"Ganjil 2014","103","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1162",1162,"Genap 2013","66","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1163",1163,"Ganjil 2013","66","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1164",1164,"Genap 2012","37","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1165",1165,"Ganjil 2012","37","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1166",1166,"Genap 2011","16","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1167",1167,"Ganjil 2011","8","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1168",1168,"Genap 2010","9","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1169",1169,"Ganjil 2010","9","Universitas Trisakti","Manajemen Jasa","Aktif","11 Juni 2009"
"1170",1170,"Ganjil 2017","572","Universitas Trisakti","Teknik Geologi","Aktif","1 November 1981"
"1171",1171,"Genap 2016","607","Universitas Trisakti","Teknik Geologi","Aktif","1 November 1981"
"1172",1172,"Ganjil 2016","670","Universitas Trisakti","Teknik Geologi","Aktif","1 November 1981"
